Ticket_ID,Subject,Description,Category,Priority
TKT-01379,Looking forward to a quick resolution. Can I provide feedbac...,Looking forward to a quick resolution. Can I provide feedback on a recent support interaction?,General Inquiry,Low
TKT-01380,Do you offer any nonprofit pricing or special plans?,Do you offer any nonprofit pricing or special plans?,Billing,Low
TKT-01381,"By the way, Unauthorized charge on my account. I did not aut...","By the way, Unauthorized charge on my account. I did not authorize this transaction at all. Hoping someone can assist. ",Billing,High
TKT-01382,I'm completely locked out after too many failed login attemp...,I'm completely locked out after too many failed login attempts. Please unlock.,Account Access,High
TKT-01383,"Can you merge my two accounts into a single one? By the way,...","Can you merge my two accounts into a single one? By the way, ",Account Access,Medium
TKT-01384,Can we get a dedicated account manager for our organization?...,"Can we get a dedicated account manager for our organization? Dear support, ",General Inquiry,Medium
TKT-01385,Please prioritize this. Can you explain the extra fee on my ...,Please prioritize this. Can you explain the extra fee on my latest invoice? Looking forward to a quick resolution. ,Billing,Medium
TKT-01386,Client-facing demo is tomorrow and the trial environment is ...,Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-01387,Looking forward to a quick resolution. I need to transfer ow...,"Looking forward to a quick resolution. I need to transfer ownership of this account to a colleague. Dear support, ",Account Access,Medium
TKT-01388,Multi-factor authentication is broken; I cannot receive any ...,Multi-factor authentication is broken; I cannot receive any verification codes.,Account Access,High
TKT-01389,Unauthorized charge on my account. I did not authorize this ...,Unauthorized charge on my account. I did not authorize this transaction at all.,Billing,High
TKT-01390,"Also, How do I update the payment method on file to a new cr...","Also, How do I update the payment method on file to a new credit card?",Billing,Medium
TKT-01391,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately.,Technical,High
TKT-01392,Legal team requires your updated data processing agreement w...,Legal team requires your updated data processing agreement within 24 hours.,General Inquiry,High
TKT-01393,Is there an option to set a profile picture?,Is there an option to set a profile picture?,Account Access,Low
TKT-01394,"By the way, Application crashes on login for all users in ou...","By the way, Application crashes on login for all users in our organization.",Technical,High
TKT-01395,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector? Please prioritize this. ,General Inquiry,Medium
TKT-01396,I was charged twice for my subscription this month and need ...,"I was charged twice for my subscription this month and need an immediate refund. Hi team, ",Billing,High
TKT-01397,File uploads fail silently when the file size exceeds 10 MB.,File uploads fail silently when the file size exceeds 10 MB.,Technical,Medium
TKT-01398,"Also, I forgot my password and the reset email goes to an ol...","Also, I forgot my password and the reset email goes to an old address.",Account Access,Medium
TKT-01399,What payment methods do you accept besides credit cards?,What payment methods do you accept besides credit cards?,Billing,Low
TKT-01400,I'd like to switch from monthly to annual billing. What are ...,I'd like to switch from monthly to annual billing. What are the steps?,Billing,Medium
TKT-01401,Legal team requires your updated data processing agreement w...,Legal team requires your updated data processing agreement within 24 hours.,General Inquiry,High
TKT-01402,The mobile app icon looks blurry on high-resolution screens.,The mobile app icon looks blurry on high-resolution screens.,Technical,Low
TKT-01403,Need a copy of my invoice from last quarter for tax purposes...,Need a copy of my invoice from last quarter for tax purposes.,Billing,Medium
TKT-01404,Appreciate your help. Multi-factor authentication is broken;...,Appreciate your help. Multi-factor authentication is broken; I cannot receive any verification codes.,Account Access,High
TKT-01405,Appreciate your help. I'm completely locked out after too ma...,Appreciate your help. I'm completely locked out after too many failed login attempts. Please unlock.,Account Access,High
TKT-01406,This is really frustrating. My admin privileges were revoked...,"This is really frustrating. My admin privileges were revoked and I can no longer manage our team. Hello, ",Account Access,High
TKT-01407,"Also, Push notifications are delayed by several hours on the...","Also, Push notifications are delayed by several hours on the mobile app.",Technical,Medium
TKT-01408,We've been waiting for days. Payment failed but money was de...,We've been waiting for days. Payment failed but money was deducted from my bank. Need resolution ASAP.,Billing,High
TKT-01409,I'm completely locked out after too many failed login attemp...,I'm completely locked out after too many failed login attempts. Please unlock. Urgent: ,Account Access,High
TKT-01410,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-01411,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-01412,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately.,Technical,High
TKT-01413,Database sync is corrupted and none of our records are loadi...,Database sync is corrupted and none of our records are loading properly. This is really frustrating. ,Technical,High
TKT-01414,"Hi team, Multi-factor authentication is broken; I cannot rec...","Hi team, Multi-factor authentication is broken; I cannot receive any verification codes.",Account Access,High
TKT-01415,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-01416,"Dear support, My account has been locked and I cannot reset ...","Dear support, My account has been locked and I cannot reset my password. Need access now!",Account Access,High
